hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,1,150,2017,November,0,4,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,F,D,No Deposit,0,Transient,81.47,0,0
Resort Hotel,1,212,2015,February,2,7,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,B,D,No Deposit,0,Transient,135.26,0,1
Resort Hotel,0,23,2016,April,3,5,3,1,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,D,No Deposit,0,Transient,41.25,0,1
Resort Hotel,1,210,2015,September,3,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,1,F,B,No Deposit,2,Transient,106.56,0,0
City Hotel,0,21,2017,June,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,E,No Deposit,0,Transient,146.63,0,0
City Hotel,0,9,2016,January,4,1,2,0,1,FB,BEL,Offline TA/TO,TA/TO,0,0,0,D,E,Non Refund,1,Transient,46.03,0,1
City Hotel,0,4,2016,November,4,1,1,2,0,HB,BRA,Online TA,Corporate,0,0,0,A,A,No Deposit,0,Transient,72.88,0,0
City Hotel,0,22,2015,April,3,1,1,0,0,Undefined,NLD,Groups,TA/TO,0,0,0,B,E,No Deposit,0,Contract,104.19,0,1
Resort Hotel,0,38,2016,March,0,1,1,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,C,F,No Deposit,0,Group,90.32,0,0
City Hotel,1,209,2015,January,0,6,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,A,Non Refund,0,Transient-Party,146.38,0,2
City Hotel,1,22,2017,June,4,0,2,0,0,BB,NLD,Offline TA/TO,Direct,0,1,3,D,C,Refundable,0,Transient,44.81,1,0
City Hotel,0,36,2015,October,3,3,1,0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,B,C,No Deposit,2,Transient,62.91,1,0
City Hotel,0,105,2016,January,1,6,1,0,0,HB,NLD,Online TA,TA/TO,0,0,0,C,C,No Deposit,0,Transient,113.42,2,0
Resort Hotel,0,28,2017,January,1,1,2,0,0,BB,ESP,Corporate,TA/TO,0,0,0,C,F,No Deposit,0,Transient,75.75,0,0
Resort Hotel,0,92,2017,July,0,8,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,C,Non Refund,0,Transient,90.21,0,0
City Hotel,1,45,2017,January,2,4,2,0,0,SC,FRA,Direct,TA/TO,0,0,0,F,A,No Deposit,0,Group,93.27,0,0
Resort Hotel,0,17,2015,November,4,0,1,0,0,HB,PRT,Corporate,Direct,0,0,1,F,B,No Deposit,0,Transient,62.1,0,0
Resort Hotel,1,105,2017,March,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,1,0,E,D,No Deposit,0,Transient,148.5,0,0
City Hotel,0,2,2016,May,2,0,3,0,0,BB,NLD,Online TA,TA/TO,0,0,2,C,E,No Deposit,0,Contract,109.41,0,1
City Hotel,0,27,2017,March,2,4,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,B,D,No Deposit,0,Transient,66.13,0,1
City Hotel,0,35,2017,June,4,7,1,0,0,FB,NLD,Online TA,Direct,0,0,0,E,B,No Deposit,0,Transient,95.88,0,0
City Hotel,0,49,2015,September,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,117.01,0,0
City Hotel,1,91,2015,February,2,2,1,0,0,FB,FRA,Online TA,TA/TO,0,0,1,D,D,No Deposit,0,Transient-Party,88.08,0,0
Resort Hotel,0,49,2016,July,4,4,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,C,No Deposit,0,Contract,65.66,0,0
City Hotel,0,72,2016,April,3,5,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,C,No Deposit,0,Transient,187.21,1,0
City Hotel,0,72,2015,November,1,1,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,C,No Deposit,2,Group,76.38,0,0
Resort Hotel,0,37,2017,June,3,1,1,0,0,HB,BRA,Direct,TA/TO,0,0,0,A,A,No Deposit,0,Transient,72.9,0,0
Resort Hotel,1,217,2015,October,1,5,1,0,0,BB,BEL,Online TA,TA/TO,0,0,3,C,E,No Deposit,1,Transient-Party,107.36,0,0
City Hotel,1,249,2015,December,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,E,A,No Deposit,0,Transient,91.84,0,0
City Hotel,0,69,2015,October,4,6,2,0,0,BB,BRA,Offline TA/TO,TA/TO,1,0,0,B,C,No Deposit,0,Transient,49.47,0,0
Resort Hotel,0,5,2016,June,3,4,3,0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,C,C,No Deposit,0,Transient-Party,76.5,0,2
City Hotel,0,54,2016,August,4,5,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,E,F,No Deposit,0,Transient,79.36,0,2
City Hotel,0,16,2016,July,3,1,3,0,0,BB,BEL,Online TA,Direct,0,0,3,E,E,No Deposit,0,Transient,158.49,0,0
City Hotel,0,52,2016,May,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,119.81,0,0
City Hotel,0,16,2017,July,0,1,3,0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,D,C,No Deposit,0,Transient,33.64,0,3
City Hotel,0,97,2016,December,3,4,2,0,0,HB,DEU,Online TA,TA/TO,0,0,1,F,B,No Deposit,0,Transient,62.98,0,2
City Hotel,0,6,2016,December,3,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,F,F,No Deposit,0,Transient,33.33,0,1
City Hotel,1,245,2017,June,2,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,F,No Deposit,0,Transient,79.18,0,1
Resort Hotel,1,17,2017,May,2,6,1,0,0,BB,IRL,Online TA,TA/TO,0,1,0,F,B,No Deposit,1,Transient,179.48,0,0
Resort Hotel,0,86,2015,September,1,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,197.28,1,1
Resort Hotel,1,199,2017,April,0,7,2,0,0,BB,IRL,Offline TA/TO,Corporate,0,0,0,A,E,No Deposit,0,Transient,108.26,0,0
City Hotel,0,22,2017,December,0,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,2,F,C,No Deposit,0,Transient,95.69,1,2
City Hotel,0,217,2016,July,0,3,2,0,0,BB,BRA,Online TA,Direct,0,0,0,F,E,No Deposit,0,Transient,182.21,0,0
City Hotel,1,39,2016,July,3,3,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,C,No Deposit,0,Transient,129.52,0,0
Resort Hotel,1,258,2016,March,3,1,2,0,0,HB,ESP,Online TA,Corporate,0,0,1,C,C,No Deposit,0,Transient,83.29,0,1
Resort Hotel,1,284,2016,August,4,5,1,0,0,HB,BRA,Offline TA/TO,TA/TO,0,0,0,F,B,No Deposit,0,Transient,99.82,0,0
City Hotel,0,16,2017,September,1,0,2,0,0,BB,DEU,Online TA,Direct,0,0,0,B,C,No Deposit,0,Transient,93.13,0,4
City Hotel,0,142,2016,November,2,7,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,68.63,0,0
City Hotel,0,17,2016,May,2,7,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,B,No Deposit,0,Transient,81.56,0,0
City Hotel,0,20,2015,January,2,8,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,C,No Deposit,0,Transient,273.44,0,0
City Hotel,0,7,2017,January,4,8,1,0,0,HB,FRA,Corporate,TA/TO,0,0,0,F,A,No Deposit,0,Transient,49.34,0,0
Resort Hotel,0,13,2017,May,4,6,2,0,0,FB,NLD,Online TA,TA/TO,0,0,0,A,D,No Deposit,0,Contract,44.57,1,0
City Hotel,1,80,2017,February,3,6,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,Non Refund,0,Transient,193.43,0,0
City Hotel,1,47,2015,February,4,5,3,0,0,BB,BEL,Corporate,TA/TO,0,0,2,B,F,No Deposit,0,Transient,165.73,0,1
City Hotel,0,125,2017,December,4,3,2,1,0,HB,DEU,Direct,TA/TO,0,0,0,D,D,No Deposit,0,Transient,60.32,1,1
Resort Hotel,0,32,2017,June,2,5,2,0,0,SC,ESP,Corporate,TA/TO,0,0,1,D,C,No Deposit,1,Transient,71.01,0,2
City Hotel,0,276,2016,May,4,1,2,0,0,HB,DEU,Online TA,GDS,0,0,0,A,C,No Deposit,0,Transient,113.26,0,0
City Hotel,0,4,2017,November,1,0,2,0,0,SC,BEL,Direct,TA/TO,0,0,0,F,E,Non Refund,1,Transient,190.89,0,2
Resort Hotel,0,5,2016,February,4,7,1,0,0,BB,NLD,Direct,Direct,0,1,0,D,A,No Deposit,0,Contract,56.97,0,1
City Hotel,0,96,2015,May,0,7,1,0,0,HB,BEL,Direct,TA/TO,0,0,0,E,E,Non Refund,2,Transient,65.71,0,0
City Hotel,1,174,2016,November,4,8,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,E,No Deposit,0,Contract,57.88,0,1
Resort Hotel,1,126,2015,April,3,8,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,F,C,No Deposit,0,Transient,58.43,0,0
City Hotel,0,53,2015,June,1,7,2,0,0,BB,IRL,Corporate,Direct,0,0,3,D,B,No Deposit,0,Transient,62.41,0,1
City Hotel,0,25,2015,January,4,5,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,E,C,No Deposit,0,Contract,137.25,0,1
City Hotel,0,1,2016,December,3,6,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,D,E,No Deposit,0,Transient,37.28,0,0
City Hotel,1,56,2015,March,1,3,1,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,A,No Deposit,0,Transient-Party,51.78,0,0
Resort Hotel,0,51,2016,May,4,7,2,0,0,BB,ITA,Direct,TA/TO,0,0,2,E,D,No Deposit,0,Transient,61.77,0,1
Resort Hotel,0,33,2016,August,1,0,2,0,0,BB,ITA,Corporate,Direct,0,0,1,E,B,No Deposit,0,Transient,95.56,0,0
Resort Hotel,0,69,2016,February,0,7,1,0,1,HB,BEL,Online TA,TA/TO,0,0,2,A,A,No Deposit,0,Transient,109.99,0,0
Resort Hotel,1,104,2015,August,2,1,1,0,0,BB,IRL,Direct,Corporate,0,0,1,D,D,No Deposit,0,Transient,46.39,0,2
City Hotel,0,96,2016,August,4,6,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,83.6,0,1
City Hotel,0,24,2016,June,1,7,2,0,0,Undefined,BEL,Offline TA/TO,TA/TO,0,0,0,C,D,No Deposit,0,Transient,45.89,0,3
Resort Hotel,1,70,2015,May,3,3,2,0,0,Undefined,BEL,Offline TA/TO,Direct,0,0,0,C,B,No Deposit,1,Contract,94.16,0,0
City Hotel,0,12,2016,July,0,3,2,0,0,BB,BRA,Online TA,Direct,0,0,0,B,E,No Deposit,0,Group,66.99,0,1
City Hotel,0,10,2015,June,2,6,2,2,0,SC,DEU,Groups,Corporate,0,0,1,D,B,No Deposit,0,Transient,109.15,0,0
Resort Hotel,1,123,2015,September,3,6,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,B,No Deposit,0,Transient,183.88,0,0
City Hotel,0,94,2015,February,0,8,1,0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,E,No Deposit,0,Contract,91.16,0,1
City Hotel,0,116,2016,December,4,2,2,0,0,HB,ITA,Direct,TA/TO,0,0,0,D,B,No Deposit,0,Transient,58.4,0,0
City Hotel,0,13,2016,June,3,7,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,C,No Deposit,0,Transient,124.62,1,4
Resort Hotel,0,196,2017,November,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,140.84,0,1
City Hotel,0,11,2017,December,0,4,2,0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,F,F,No Deposit,0,Transient,90.97,0,1
City Hotel,1,163,2017,July,0,6,2,0,0,BB,BEL,Direct,TA/TO,0,0,0,C,D,No Deposit,0,Transient,62.74,0,1
City Hotel,0,34,2015,January,4,3,1,1,0,SC,PRT,Online TA,Direct,0,0,1,E,E,Non Refund,0,Transient,89.93,0,0
Resort Hotel,1,8,2017,September,0,0,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,No Deposit,1,Transient,101.55,0,1
City Hotel,0,27,2016,August,2,7,2,0,0,FB,ITA,Online TA,TA/TO,0,0,3,D,D,No Deposit,0,Transient,169.33,0,0
Resort Hotel,0,16,2015,May,1,0,2,0,0,BB,IRL,Direct,Direct,0,0,1,B,E,No Deposit,0,Contract,56.86,0,0
City Hotel,0,53,2015,May,4,0,2,1,0,HB,DEU,Online TA,Corporate,0,1,0,B,A,No Deposit,0,Transient,257.82,0,1
Resort Hotel,0,239,2016,September,2,4,2,0,0,HB,ITA,Groups,TA/TO,0,0,1,F,F,No Deposit,0,Transient,72.34,0,0
Resort Hotel,0,31,2017,February,4,0,2,0,0,BB,DEU,Online TA,GDS,0,0,0,A,D,Refundable,0,Transient,72.32,0,0
City Hotel,0,75,2017,June,4,7,3,0,0,SC,ESP,Direct,Direct,0,2,2,D,E,No Deposit,0,Transient,98.09,0,1
Resort Hotel,0,177,2016,April,1,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,1,A,F,No Deposit,0,Contract,58.59,0,3
City Hotel,1,79,2016,April,0,4,2,0,0,BB,IRL,Online TA,Direct,0,0,0,A,A,No Deposit,0,Transient,69.97,1,0
Resort Hotel,0,35,2017,August,4,3,3,0,0,BB,FRA,Complementary,TA/TO,0,0,0,D,F,No Deposit,0,Transient,187.52,0,0
Resort Hotel,1,375,2016,March,3,2,2,0,0,Undefined,PRT,Online TA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,138.96,0,0
City Hotel,0,16,2017,November,1,8,2,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,No Deposit,0,Contract,58.42,0,1
City Hotel,0,59,2016,August,1,1,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,Non Refund,0,Transient,117.24,0,1
Resort Hotel,1,127,2017,October,3,7,2,0,0,SC,BRA,Offline TA/TO,TA/TO,0,0,2,B,F,No Deposit,0,Transient,61.18,0,2
City Hotel,0,0,2016,May,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,1,C,D,No Deposit,0,Transient,171.03,0,2
Resort Hotel,0,96,2015,February,4,5,1,2,0,Undefined,GBR,Corporate,TA/TO,0,0,1,C,E,No Deposit,0,Transient,69.51,0,2
City Hotel,0,24,2015,December,2,1,1,0,0,HB,BEL,Direct,TA/TO,0,0,0,E,B,No Deposit,0,Transient,97.74,0,1
City Hotel,0,14,2015,May,0,3,2,0,0,FB,IRL,Offline TA/TO,TA/TO,0,0,0,F,B,No Deposit,0,Transient,134.96,1,0
Resort Hotel,0,25,2016,April,2,3,1,0,0,BB,IRL,Online TA,Corporate,0,0,0,C,B,No Deposit,0,Transient,77.78,0,0
City Hotel,1,272,2017,September,1,1,1,0,0,Undefined,DEU,Online TA,TA/TO,0,0,1,E,C,No Deposit,0,Transient,142.48,0,1
Resort Hotel,1,178,2017,June,3,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,B,Non Refund,0,Contract,49.2,0,2
Resort Hotel,0,19,2017,November,1,2,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,B,Refundable,0,Transient,106.06,0,1
City Hotel,0,9,2015,March,1,1,2,0,0,FB,ESP,Online TA,TA/TO,0,1,0,A,B,No Deposit,0,Transient,72.1,0,0
City Hotel,0,36,2015,February,1,1,2,0,0,HB,IRL,Online TA,GDS,0,0,1,E,C,No Deposit,0,Transient-Party,162.23,0,2
City Hotel,0,71,2017,July,0,1,1,0,0,BB,DEU,Complementary,TA/TO,0,0,0,A,F,No Deposit,2,Group,103.62,0,0
City Hotel,0,161,2016,January,1,4,2,2,0,BB,ESP,Corporate,TA/TO,0,0,0,A,B,No Deposit,0,Transient,97.18,0,1
City Hotel,1,270,2016,May,1,4,2,0,0,Undefined,ESP,Online TA,TA/TO,0,0,0,C,B,No Deposit,0,Transient,144.22,0,0
City Hotel,0,111,2017,May,1,7,1,1,0,HB,BEL,Online TA,TA/TO,0,1,0,C,A,No Deposit,0,Contract,77.26,0,4
Resort Hotel,1,73,2017,April,3,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,C,No Deposit,0,Transient,164.45,0,1
City Hotel,0,12,2016,March,4,7,1,1,0,BB,DEU,Online TA,TA/TO,0,0,1,D,C,No Deposit,1,Transient,77.9,0,0
City Hotel,0,6,2017,September,1,5,1,0,0,SC,BEL,Offline TA/TO,Direct,0,0,0,B,D,No Deposit,0,Transient,142.24,0,0
City Hotel,0,72,2016,April,1,2,1,0,0,BB,BEL,Online TA,Direct,0,0,0,C,F,No Deposit,0,Transient,113.1,1,2
City Hotel,0,61,2016,September,1,4,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,F,D,No Deposit,0,Group,89.92,0,0
Resort Hotel,1,149,2015,July,0,3,2,0,0,SC,DEU,Groups,TA/TO,0,0,0,A,E,No Deposit,0,Transient,69.6,0,0
City Hotel,0,31,2015,September,3,4,2,1,0,BB,IRL,Offline TA/TO,Corporate,0,0,2,C,E,No Deposit,0,Transient,93.53,0,1
Resort Hotel,0,3,2015,February,2,5,1,0,0,SC,PRT,Offline TA/TO,Direct,0,0,0,B,C,No Deposit,0,Transient,131.34,0,0
City Hotel,0,44,2017,February,4,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,1,D,B,No Deposit,1,Contract,59.59,0,0
City Hotel,0,278,2016,December,1,7,3,0,0,FB,IRL,Offline TA/TO,TA/TO,0,0,0,E,C,No Deposit,0,Transient,76.32,0,0
City Hotel,0,127,2017,December,2,1,1,0,0,SC,PRT,Corporate,TA/TO,0,0,0,B,A,No Deposit,0,Transient,108.99,0,0
City Hotel,0,2,2017,August,2,3,1,0,0,BB,BRA,Direct,TA/TO,0,0,0,C,F,No Deposit,0,Transient,169.7,0,0
City Hotel,1,166,2017,December,0,8,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,1,D,C,No Deposit,0,Transient,142.88,1,2
City Hotel,1,51,2016,September,0,1,2,0,0,BB,IRL,Groups,Direct,0,0,0,D,E,No Deposit,0,Transient,85.91,0,0
City Hotel,0,36,2015,February,2,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,E,No Deposit,2,Transient-Party,64.56,0,0
City Hotel,0,34,2016,June,1,0,2,0,0,BB,PRT,Direct,TA/TO,0,0,2,B,B,No Deposit,0,Transient,103.02,0,2
City Hotel,0,72,2016,June,4,0,2,0,0,HB,BEL,Corporate,TA/TO,0,0,0,A,E,No Deposit,0,Group,128.95,0,0
Resort Hotel,0,60,2017,July,1,7,1,2,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,F,A,Non Refund,0,Contract,64.34,0,0
Resort Hotel,0,85,2017,May,3,2,1,0,0,HB,ITA,Online TA,TA/TO,0,0,0,C,D,No Deposit,0,Transient,104.31,0,3
City Hotel,0,68,2015,March,3,0,2,0,0,BB,ESP,Direct,Corporate,0,0,1,B,E,No Deposit,0,Transient,92.08,0,0
City Hotel,0,12,2016,October,3,1,2,0,0,HB,GBR,Online TA,Corporate,0,0,1,D,D,No Deposit,0,Transient,56.67,0,2
City Hotel,0,23,2015,November,1,3,1,0,0,BB,IRL,Online TA,Direct,0,0,0,E,A,Non Refund,0,Transient,83.18,0,0
Resort Hotel,0,147,2017,March,0,3,2,0,0,BB,FRA,Online TA,Direct,0,0,0,C,A,No Deposit,0,Transient,63.88,0,0
City Hotel,0,87,2017,December,2,6,2,0,0,HB,IRL,Online TA,TA/TO,0,0,2,A,C,No Deposit,0,Transient,128.74,0,2
City Hotel,0,47,2015,June,2,6,2,0,0,BB,BEL,Corporate,TA/TO,0,0,0,F,E,No Deposit,0,Transient,78.25,0,1
Resort Hotel,0,16,2015,January,1,8,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,C,A,Non Refund,0,Group,153.27,0,1
City Hotel,0,0,2016,August,1,8,1,0,0,BB,DEU,Direct,Direct,1,0,0,C,D,No Deposit,0,Transient,213.47,0,1
City Hotel,0,29,2015,July,4,4,1,0,0,HB,PRT,Direct,TA/TO,0,0,0,D,A,Refundable,0,Transient,82.62,0,0
City Hotel,0,4,2015,July,3,7,1,0,0,HB,ITA,Direct,TA/TO,0,0,0,D,A,Refundable,0,Group,64.85,0,0
Resort Hotel,0,52,2016,June,1,7,2,1,0,HB,BRA,Groups,TA/TO,0,0,0,D,A,No Deposit,0,Transient,195.46,0,0
Resort Hotel,1,137,2017,March,4,1,2,0,0,FB,DEU,Groups,GDS,0,0,0,F,C,No Deposit,0,Transient,33.55,0,0
Resort Hotel,0,26,2016,December,4,0,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,F,No Deposit,0,Transient,53.0,0,2
Resort Hotel,1,150,2017,September,0,6,2,0,0,SC,IRL,Online TA,Direct,0,0,0,A,C,No Deposit,0,Transient,185.16,0,0
Resort Hotel,1,97,2017,October,3,5,3,0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,E,D,No Deposit,0,Contract,100.5,0,0
City Hotel,0,10,2015,November,2,4,3,0,0,SC,BRA,Direct,TA/TO,0,0,0,B,F,No Deposit,0,Transient,131.22,0,0
Resort Hotel,0,82,2015,June,1,3,1,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,E,F,No Deposit,1,Transient-Party,64.64,0,0
City Hotel,0,13,2015,December,0,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,C,F,No Deposit,0,Transient,74.15,0,0
City Hotel,0,85,2015,June,0,1,2,2,0,HB,BEL,Online TA,TA/TO,0,0,1,E,D,No Deposit,0,Transient,36.02,0,0
Resort Hotel,0,12,2015,June,4,4,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,F,No Deposit,1,Transient,87.44,0,0
City Hotel,0,39,2017,June,2,6,2,0,0,FB,DEU,Online TA,TA/TO,0,0,0,C,F,No Deposit,0,Transient,211.6,0,0
City Hotel,0,66,2016,June,0,0,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,1,A,C,No Deposit,0,Contract,150.43,1,1
City Hotel,0,4,2015,December,3,1,2,1,0,SC,ITA,Online TA,Corporate,0,0,0,A,D,No Deposit,0,Transient,122.31,0,1
Resort Hotel,0,13,2017,April,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,C,No Deposit,0,Contract,134.95,0,2
City Hotel,0,30,2015,February,4,8,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,B,A,No Deposit,1,Transient,74.9,0,0
Resort Hotel,0,49,2016,January,0,7,2,1,0,BB,BRA,Online TA,Direct,0,0,1,E,C,No Deposit,0,Contract,58.62,0,0
City Hotel,1,156,2017,August,4,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,E,A,No Deposit,0,Transient-Party,150.78,1,1
Resort Hotel,0,16,2016,May,0,8,2,0,0,BB,BEL,Offline TA/TO,Direct,0,0,0,E,F,No Deposit,0,Transient,138.07,0,3
City Hotel,0,34,2015,March,3,6,2,0,0,BB,NLD,Online TA,Corporate,0,0,0,F,D,No Deposit,0,Transient,177.36,1,0
Resort Hotel,0,51,2017,September,1,8,2,0,0,FB,BRA,Offline TA/TO,TA/TO,0,0,0,F,E,No Deposit,0,Transient,134.05,0,0
Resort Hotel,0,28,2016,March,1,4,2,0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,F,A,Non Refund,0,Transient,57.15,1,0
City Hotel,0,78,2015,May,0,4,2,0,0,BB,ESP,Corporate,TA/TO,0,0,0,E,F,No Deposit,0,Group,49.47,0,1
City Hotel,0,23,2015,February,2,0,2,0,0,FB,FRA,Online TA,Direct,0,0,0,A,B,No Deposit,0,Transient,48.02,0,0
City Hotel,1,118,2017,June,1,6,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,F,Refundable,0,Contract,45.25,0,0
Resort Hotel,0,56,2015,September,0,7,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,F,D,Non Refund,0,Transient,140.84,0,1
City Hotel,0,7,2016,January,1,0,1,0,0,FB,NLD,Online TA,Corporate,0,0,0,A,B,No Deposit,0,Transient,200.5,0,5
City Hotel,0,78,2015,November,4,4,2,0,0,SC,BRA,Online TA,Direct,0,0,0,A,D,No Deposit,0,Transient,67.68,0,1
Resort Hotel,0,67,2016,March,0,6,2,0,0,BB,BRA,Online TA,Corporate,0,0,0,C,D,No Deposit,0,Transient,129.19,0,2
City Hotel,0,33,2016,October,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,2,B,F,No Deposit,0,Transient,103.46,0,0
City Hotel,0,0,2016,January,1,1,1,0,0,Undefined,ITA,Online TA,Corporate,0,0,1,F,C,No Deposit,0,Transient,81.21,0,0
Resort Hotel,1,17,2016,May,3,0,1,1,0,BB,DEU,Online TA,Direct,0,0,0,D,D,No Deposit,0,Transient,73.3,0,1
City Hotel,0,41,2017,May,0,2,1,0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,B,E,Non Refund,0,Transient,147.74,0,0
City Hotel,0,17,2016,April,0,7,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,2,0,B,D,No Deposit,0,Transient,54.18,0,0
City Hotel,0,68,2017,May,3,2,1,0,0,BB,BEL,Direct,TA/TO,0,0,0,E,A,No Deposit,0,Transient,92.7,0,1
Resort Hotel,0,99,2017,August,3,2,3,0,0,FB,FRA,Online TA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,102.66,2,2
City Hotel,1,155,2017,August,3,3,1,1,0,SC,IRL,Groups,TA/TO,0,0,2,D,B,Non Refund,0,Transient,33.1,0,0
Resort Hotel,0,83,2015,June,2,2,2,0,0,FB,ESP,Online TA,TA/TO,0,0,0,D,C,No Deposit,1,Contract,159.4,0,0
City Hotel,0,93,2016,December,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,C,No Deposit,0,Transient,37.74,0,0
Resort Hotel,1,75,2015,April,3,2,2,0,0,Undefined,GBR,Online TA,TA/TO,1,0,0,A,F,No Deposit,0,Transient,172.96,0,0
City Hotel,1,338,2016,November,2,1,1,1,0,BB,GBR,Online TA,Direct,0,0,1,E,E,Refundable,0,Transient,96.93,0,1
City Hotel,0,24,2017,April,3,3,3,0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,46.0,0,3
Resort Hotel,0,24,2015,May,4,2,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,F,B,No Deposit,0,Transient,95.82,0,3
City Hotel,0,10,2015,May,4,8,3,0,0,HB,FRA,Groups,TA/TO,0,0,0,E,D,No Deposit,0,Transient,115.05,0,0
City Hotel,0,53,2017,February,0,3,1,0,0,BB,GBR,Corporate,Direct,0,0,1,F,A,No Deposit,0,Transient,78.84,0,1
Resort Hotel,0,8,2017,December,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,B,No Deposit,0,Transient,96.19,0,3
City Hotel,0,25,2017,June,3,5,2,1,0,BB,IRL,Offline TA/TO,TA/TO,0,0,1,F,C,No Deposit,0,Transient,85.59,0,0
